job_id,job_role,industry,country,year,automation_risk_percent,ai_replacement_score,skill_gap_index,salary_before_usd,salary_after_usd,salary_change_percent,skill_demand_growth_percent,remote_feasibility_score,ai_adoption_level,education_requirement_level,automation_risk_category,skill_transition_pressure,wage_volatility_index,reskilling_urgency_score,ai_disruption_intensity,cost_of_living_index,rent_index,cost_of_living_plus_rent_index,groceries_index,restaurant_price_index,local_purchasing_power_index,period,continent,company_name,company_size,location,remote_allow_percentage,employment_type,experience_level,education_level,top_skills,required_cloud_cert,open_source_contributions_required,salary_usd,equity_offered,expected_weekly_hours,hiring_urgency_score,benefit_stars,job_posted_date,automation_risk,visa_sponsorship,prosperity_score
13373,mechanical engineer,Energy,canada,2025,76.98,91.55,69.65,119530.29,115840.62,-3.09,3.83,87.25,68.79,1,High,73.315,3.09,52.614,52.95454200000001,58.7,30.3,46.1,65.3,59.9,109.1,year,North America,,,,,,,,,,,,,,,,,,,197343.47529812605
13374,financial analyst,Education,usa,2025,77.54,62.04,71.58,62191.84,50899.73,-18.16,-15.87,13.21,85.2,4,High,74.56,18.16,57.93800000000001,66.06408,64.9,40.9,54.3,71.7,69.3,146.2,year,North America,,,,,,,,,,,,,,,,,,,78427.93528505393
13375,hr manager,Finance,india,2021,16.19,19.12,57.1,62961.79,66878.21,6.22,7.02,80.27,16.56,5,Low,36.645,6.22,25.472,2.681064,25.2,5.8,15.9,26.3,17.7,47.1,year,Asia,,,,,,,,,,,,,,,,,,,265389.72222222225
13376,accountant,Healthcare,germany,2026,31.69,26.73,73.13,54115.08,50972.72,-5.81,8.87,78.63,51.45,4,Medium,52.41,5.81,36.358,16.304505000000002,68.7,24.6,49.0,64.9,66.9,138.3,year,Europe,,,,,,,,,,,,,,,,,,,74196.09898107714
13377,marketing specialist,Transportation,canada,2024,68.71,69.23,24.86,111719.85,105501.16,-5.57,2.28,84.41,72.95,2,High,46.785,5.57,36.613,50.12394499999999,68.4,36.0,53.1,70.7,64.0,83.3,year,North America,,,,,,,,,,,,,,,,,,,154241.46198830407
13378,financial analyst,Healthcare,singapore,2024,14.02,16.42,20.36,119234.85,119014.44,-0.18,0.82,33.11,55.52,2,Low,17.189999999999998,0.18,11.77,7.783904,81.9,71.9,77.1,75.0,55.3,103.0,year,Asia,,,,,,,,,,,,,,,,,,,145316.77655677655
13379,data analyst,Manufacturing,brazil,2020,18.91,18.89,1.13,138946.63,123877.04,-10.85,21.32,89.55,85.82,1,Low,10.02,10.85,11.158,16.228562,40.2,10.6,26.1,29.2,30.8,32.8,year,South America,,,,,,,,,,,,,,,,,,,308151.8407960199
13380,customer support rep,Manufacturing,brazil,2021,54.49,58.96,81.04,128095.91,145590.24,13.66,7.46,37.19,24.71,2,Medium,67.765,13.66,50.206,13.464479,31.8,8.1,20.5,25.4,22.5,28.7,year,South America,,,,,,,,,,,,,,,,,,,457830.9433962264
13381,teacher,Energy,germany,2025,30.73,31.27,58.86,68431.69,86512.89,26.42,-1.24,34.97,5.68,4,Medium,44.795,26.42,37.876,1.745464,58.4,22.4,42.4,56.7,57.5,127.1,year,Europe,,,,,,,,,,,,,,,,,,,148138.5102739726
13382,data analyst,Retail,usa,2022,7.39,7.72,92.18,83477.7,78651.03,-5.78,5.11,95.71,85.83,4,Low,49.785,5.78,32.344,6.342836999999999,70.1,42.1,57.0,70.4,70.1,106.3,year,North America,,,,,,,,,,,,,,,,,,,112198.33095577746
13383,teacher,Finance,canada,2022,44.17,50.92,43.7,84888.73,75195.47,-11.42,16.83,89.34,21.37,4,Medium,43.935,11.42,34.20400000000001,9.439129,70.2,34.3,53.4,70.0,67.9,88.0,year,North America,,,,,,,,,,,,,,,,,,,107116.05413105413
13384,data analyst,Education,brazil,2020,67.25,78.73,34.56,109274.54,138383.48,26.64,3.95,25.55,74.86,5,High,50.905,26.64,45.26,50.34335,40.2,10.6,26.1,29.2,30.8,32.8,year,South America,,,,,,,,,,,,,,,,,,,344237.51243781095
13385,data analyst,Finance,usa,2023,35.72,30.07,79.93,138217.16,129784.8,-6.1,5.91,50.1,41.56,5,Medium,57.825,6.1,40.097,14.845232,72.4,47.1,60.3,71.4,70.8,115.7,year,North America,,,,,,,,,,,,,,,,,,,179260.77348066296
13386,marketing specialist,Retail,uk,2026,23.44,22.13,50.3,95895.64,98456.22,2.67,-5.92,33.1,16.31,5,Low,36.87,2.67,25.267,3.823064,67.8,32.1,51.9,62.8,72.9,122.6,year,Europe,,,,,,,,,,,,,,,,,,,145215.66371681416
13387,accountant,Healthcare,germany,2020,33.16,34.97,95.97,128946.06,124529.33,-3.43,9.41,51.54,44.65,5,Medium,64.565,3.43,43.084,14.805939999999998,65.3,27.1,47.0,49.2,61.6,102.4,year,Europe,,,,,,,,,,,,,,,,,,,190703.415007657
13388,truck driver,Education,brazil,2024,57.23,50.36,84.34,69806.87,54311.11,-22.2,0.85,41.26,61.4,2,Medium,70.785,22.2,54.854,35.139219999999995,35.2,9.0,22.8,32.4,26.0,30.1,year,South America,,,,,,,,,,,,,,,,,,,154292.92613636362
13389,accountant,Technology,india,2026,79.51,91.75,92.78,82081.64,93634.1,14.07,-7.54,59.75,97.99,1,High,86.14500000000001,14.07,63.85900000000001,77.911849,18.9,4.3,12.4,21.6,15.6,76.4,year,Asia,,,,,,,,,,,,,,,,,,,495418.5185185186
13390,financial analyst,Finance,usa,2023,59.89,71.45,30.02,69798.29,60970.56,-12.65,42.13,56.84,85.21,2,Medium,44.955,12.65,36.757000000000005,51.032269,72.4,47.1,60.3,71.4,70.8,115.7,year,North America,,,,,,,,,,,,,,,,,,,84213.48066298342
13391,customer support rep,Healthcare,uk,2025,74.99,65.34,58.68,51017.27,55285.49,8.37,3.39,16.58,96.33,4,High,66.835,8.37,50.111,72.237867,59.2,30.0,46.3,54.8,65.3,119.9,year,Europe,,,,,,,,,,,,,,,,,,,93387.65202702701
13392,hr manager,Energy,brazil,2021,25.5,22.19,48.05,137354.19,160083.99,16.55,-13.27,77.25,5.6,1,Low,36.775,16.55,29.58,1.428,31.8,8.1,20.5,25.4,22.5,28.7,year,South America,,,,,,,,,,,,,,,,,,,503408.7735849056
13393,data analyst,Retail,canada,2020,36.54,31.67,43.01,146328.12,166846.85,14.02,-4.45,88.54,50.57,1,Medium,39.775,14.02,31.725,18.478278,67.6,30.7,50.0,63.7,63.5,95.1,year,North America,,,,,,,,,,,,,,,,,,,246814.86686390536
13394,financial analyst,Manufacturing,canada,2026,43.21,47.06,50.28,99873.07,116825.62,16.97,1.56,86.48,45.4,3,Medium,46.745000000000005,16.97,37.459,19.61734,63.0,31.5,48.9,69.6,64.1,119.4,year,North America,,,,,,,,,,,,,,,,,,,185437.49206349204
13395,hr manager,Healthcare,australia,2021,44.37,51.88,56.31,86989.32,84612.0,-2.73,5.71,50.4,32.43,4,Medium,50.34,2.73,35.46000000000001,14.389191,84.1,38.4,62.3,81.1,76.3,99.3,year,Oceania,,,,,,,,,,,,,,,,,,,100608.79904875149
13396,hr manager,Healthcare,canada,2024,40.42,46.94,50.92,100063.33,94140.39,-5.92,22.12,21.39,90.91,3,Medium,45.67,5.92,33.220000000000006,36.745822,68.4,36.0,53.1,70.7,64.0,83.3,year,North America,,,,,,,,,,,,,,,,,,,137632.149122807
13397,data analyst,Energy,brazil,2022,37.37,38.3,10.25,125109.76,104585.56,-16.4,8.55,25.46,61.4,5,Medium,23.81,16.4,22.943,22.94518,33.2,8.3,21.5,28.2,25.2,27.8,year,South America,,,,,,,,,,,,,,,,,,,315016.7469879518
13398,hr manager,Energy,japan,2020,70.48,71.18,86.07,52476.3,41932.96,-20.09,23.22,39.07,10.01,2,High,78.275,20.09,60.040000000000006,7.055048,83.3,26.0,55.9,81.8,48.9,87.3,year,Asia,,,,,,,,,,,,,,,,,,,50339.68787515006
13399,customer support rep,Healthcare,brazil,2025,39.43,45.56,36.22,132956.19,125250.3,-5.8,14.33,53.04,45.33,2,Medium,37.825,5.8,28.378,17.873618999999998,25.6,7.2,17.4,25.9,22.5,42.3,year,South America,,,,,,,,,,,,,,,,,,,489258.984375
13400,data analyst,Technology,india,2022,62.79,65.68,43.75,92332.84,87862.97,-4.84,13.6,47.44,13.05,4,High,53.27,4.84,39.693,8.194094999999999,24.4,5.3,15.5,26.4,17.6,49.7,year,Asia,,,,,,,,,,,,,,,,,,,360094.13934426237
13401,data analyst,Finance,usa,2022,39.76,47.23,34.42,142890.91,151029.77,5.7,10.93,76.83,75.99,2,Medium,37.09,5.7,27.94,30.213624,70.1,42.1,57.0,70.4,70.1,106.3,year,North America,,,,,,,,,,,,,,,,,,,215449.02995720398
13402,marketing specialist,Energy,uk,2021,33.6,38.06,97.37,42527.86,40710.96,-4.27,7.02,56.97,68.78,3,Medium,65.485,4.27,43.932,23.110080000000004,71.0,31.6,52.2,56.4,74.7,82.6,year,Europe,,,,,,,,,,,,,,,,,,,57339.38028169014
13403,data analyst,Technology,uk,2026,41.62,43.41,96.15,66159.17,75998.38,14.87,19.12,34.83,30.29,3,Medium,68.885,14.87,49.95399999999999,12.606698,67.8,32.1,51.9,62.8,72.9,122.6,year,Europe,,,,,,,,,,,,,,,,,,,112092.00589970504
13404,accountant,Education,usa,2022,61.86,57.27,23.2,148036.77,143945.01,-2.76,-1.01,85.66,20.28,5,High,42.53,2.76,32.532000000000004,12.545208,70.1,42.1,57.0,70.4,70.1,106.3,year,North America,,,,,,,,,,,,,,,,,,,205342.38231098434
13405,teacher,Manufacturing,india,2020,28.0,24.22,58.53,30318.75,29396.11,-3.04,14.18,55.12,24.87,4,Low,43.265,3.04,29.671,6.9636000000000005,24.6,5.7,15.5,24.5,17.2,54.3,year,Asia,,,,,,,,,,,,,,,,,,,119496.38211382114
13406,accountant,Transportation,brazil,2022,12.94,15.34,88.07,63158.1,62436.96,-1.14,-4.18,59.56,57.05,3,Low,50.505,1.14,31.938999999999997,7.38227,33.2,8.3,21.5,28.2,25.2,27.8,year,South America,,,,,,,,,,,,,,,,,,,188063.13253012046
13407,data analyst,Energy,japan,2026,64.17,68.61,61.62,40256.75,50946.38,26.55,17.4,66.69,16.08,4,High,62.895,26.55,52.119,10.318536,47.5,14.7,32.8,56.8,30.3,118.3,year,Asia,,,,,,,,,,,,,,,,,,,107255.53684210527
13408,financial analyst,Transportation,india,2025,77.26,79.49,41.64,109645.39,107431.73,-2.02,-6.24,74.89,94.05,4,High,59.45,2.02,44.002,72.66302999999999,19.5,5.0,13.1,22.5,16.6,82.2,year,Asia,,,,,,,,,,,,,,,,,,,550931.9487179486
13409,teacher,Energy,uk,2024,41.27,43.42,43.09,92866.2,110816.68,19.33,5.29,68.81,0.79,4,Medium,42.18000000000001,19.33,35.234,0.326033,63.7,33.5,49.4,55.5,63.9,90.1,year,Europe,,,,,,,,,,,,,,,,,,,173966.53061224488
13410,accountant,Technology,canada,2021,15.83,17.48,16.15,122348.73,124109.13,1.44,18.49,29.01,12.87,5,Low,15.989999999999998,1.44,11.609,2.037321,70.1,32.5,52.1,68.5,64.0,82.8,year,North America,,,,,,,,,,,,,,,,,,,177045.83452211128
13411,truck driver,Education,brazil,2025,86.18,82.4,5.22,71685.95,72971.98,1.79,15.63,67.73,25.34,1,High,45.7,1.79,36.575,21.838012000000003,25.6,7.2,17.4,25.9,22.5,42.3,year,South America,,,,,,,,,,,,,,,,,,,285046.796875
13412,software engineer,Finance,canada,2020,5.0,5.83,7.42,149914.47,155203.37,3.53,8.97,93.6,75.67,1,Low,6.21,3.53,5.285,3.7835,67.6,30.7,50.0,63.7,63.5,95.1,year,North America,,,,,,,,,,,,,,,,,,,229590.78402366862
13413,software engineer,Healthcare,australia,2024,36.85,29.48,27.93,102029.2,93782.47,-8.08,-11.88,19.71,98.0,2,Medium,32.39,8.08,25.543,36.113,72.8,36.6,55.6,73.9,66.9,93.6,year,Oceania,,,,,,,,,,,,,,,,,,,128822.07417582418
13414,customer support rep,Technology,singapore,2022,33.05,27.38,58.45,104586.05,81870.41,-21.72,8.62,93.19,34.34,1,Medium,45.75,21.72,37.271,11.34937,84.0,66.4,75.8,77.1,61.2,91.3,year,Asia,,,,,,,,,,,,,,,,,,,97464.7738095238
13415,data analyst,Energy,singapore,2024,21.75,25.62,88.49,87214.12,82025.47,-5.95,1.16,81.92,72.62,2,Low,55.12,5.95,37.032,15.794850000000002,81.9,71.9,77.1,75.0,55.3,103.0,year,Asia,,,,,,,,,,,,,,,,,,,100153.19902319902
13416,mechanical engineer,Finance,australia,2021,17.39,19.07,89.76,36699.35,30566.72,-16.71,-11.3,82.93,11.89,5,Low,53.575,16.71,38.897,2.0676710000000003,84.1,38.4,62.3,81.1,76.3,99.3,year,Oceania,,,,,,,,,,,,,,,,,,,36345.683709869205
13417,financial analyst,Technology,usa,2022,20.6,19.63,85.18,148399.11,130501.33,-12.06,6.63,91.25,16.23,5,Low,52.89,12.06,37.412000000000006,3.34338,70.1,42.1,57.0,70.4,70.1,106.3,year,North America,,,,,,,,,,,,,,,,,,,186164.52211126965
13418,teacher,Technology,australia,2022,35.75,39.19,5.97,88170.49,93476.82,6.02,3.75,59.15,88.76,4,Medium,20.86,6.02,17.897000000000002,31.7317,77.7,36.8,58.6,77.4,73.0,104.6,year,Oceania,,,,,,,,,,,,,,,,,,,120304.78764478765
13419,marketing specialist,Technology,australia,2026,16.21,16.58,69.19,48129.37,49235.93,2.3,25.14,72.47,28.52,1,Low,42.7,2.3,27.931,4.623092000000001,67.9,33.7,52.7,76.5,65.6,137.3,year,Oceania,,,,,,,,,,,,,,,,,,,72512.41531664212
13420,financial analyst,Retail,australia,2025,17.75,18.12,48.25,81178.25,77042.84,-5.09,-0.12,98.67,92.7,1,Low,33.0,5.09,23.102,16.45425,60.9,29.8,47.1,67.9,59.2,135.4,year,Oceania,,,,,,,,,,,,,,,,,,,126507.12643678159
13421,truck driver,Technology,canada,2021,42.71,35.19,32.47,131421.38,135007.75,2.73,-8.94,99.3,13.01,1,Medium,37.59,2.73,27.644,5.556571,70.1,32.5,52.1,68.5,64.0,82.8,year,North America,,,,,,,,,,,,,,,,,,,192593.08131241088
13422,hr manager,Energy,germany,2026,23.83,24.69,78.94,114275.1,97140.1,-14.99,24.23,80.77,14.06,1,Low,51.385,14.99,37.711,3.350498,68.7,24.6,49.0,64.9,66.9,138.3,year,Europe,,,,,,,,,,,,,,,,,,,141397.52547307132
13423,financial analyst,Energy,brazil,2024,27.15,30.29,28.12,46586.6,48718.54,4.58,10.84,67.5,65.59,4,Low,27.635,4.58,20.67,17.807685,35.2,9.0,22.8,32.4,26.0,30.1,year,South America,,,,,,,,,,,,,,,,,,,138404.94318181818
13424,mechanical engineer,Healthcare,singapore,2021,56.46,61.67,31.51,133847.32,126433.27,-5.54,-10.43,55.94,80.62,2,Medium,43.985,5.54,33.699000000000005,45.518052,85.6,64.8,75.6,75.3,62.1,83.6,year,Asia,,,,,,,,,,,,,,,,,,,147702.41822429906
13425,accountant,Retail,canada,2020,40.32,40.45,85.23,149967.74,140092.38,-6.58,14.74,19.89,69.49,2,Medium,62.775000000000006,6.58,43.671,28.018368,67.6,30.7,50.0,63.7,63.5,95.1,year,North America,,,,,,,,,,,,,,,,,,,207237.2485207101
13426,customer support rep,Manufacturing,australia,2024,73.08,72.76,72.46,37565.04,37540.06,-0.07,7.08,61.04,53.25,1,High,72.77,0.07,50.991,38.9151,72.8,36.6,55.6,73.9,66.9,93.6,year,Oceania,,,,,,,,,,,,,,,,,,,51566.016483516476
13427,accountant,Finance,usa,2021,48.12,53.56,7.15,140474.2,157229.3,11.93,-9.94,15.2,48.87,4,Medium,27.635,11.93,24.972,23.516244,71.9,41.1,57.2,70.2,69.4,102.6,year,North America,,,,,,,,,,,,,,,,,,,218677.74687065367
13428,truck driver,Technology,usa,2021,82.04,75.92,35.95,107309.28,105419.05,-1.76,-1.52,80.33,66.91,2,High,58.995000000000005,1.76,44.129,54.892964,71.9,41.1,57.2,70.2,69.4,102.6,year,North America,,,,,,,,,,,,,,,,,,,146618.98470097355
13429,customer support rep,Education,brazil,2021,63.16,65.33,25.49,143665.52,160124.06,11.46,-5.01,58.3,5.58,2,High,44.325,11.46,36.349,3.524328,31.8,8.1,20.5,25.4,22.5,28.7,year,South America,,,,,,,,,,,,,,,,,,,503534.77987421385
13430,mechanical engineer,Technology,singapore,2021,45.2,46.93,13.35,40328.38,46100.87,14.31,0.81,24.87,12.88,4,Medium,29.275,14.31,26.378,5.82176,85.6,64.8,75.6,75.3,62.1,83.6,year,Asia,,,,,,,,,,,,,,,,,,,53856.15654205608
13431,hr manager,Finance,australia,2023,68.78,62.07,11.9,138761.88,120805.47,-12.94,-13.28,97.15,70.51,1,High,40.34,12.94,34.964,48.496778000000006,75.3,39.0,57.9,73.3,66.2,110.9,year,Oceania,,,,,,,,,,,,,,,,,,,160432.23107569723
13432,financial analyst,Manufacturing,uk,2024,73.79,68.01,60.64,85828.47,85808.89,-0.02,5.77,71.86,20.15,4,High,67.215,0.02,47.714000000000006,14.868685,63.7,33.5,49.4,55.5,63.9,90.1,year,Europe,,,,,,,,,,,,,,,,,,,134707.83359497646
13433,software engineer,Retail,india,2023,9.83,8.25,57.24,134843.18,139072.86,3.14,7.43,82.65,2.43,1,Low,33.535000000000004,3.14,22.046,0.238869,22.4,5.5,14.3,23.3,15.7,64.6,year,Asia,,,,,,,,,,,,,,,,,,,620860.9821428572
13434,hr manager,Manufacturing,australia,2026,59.4,56.34,72.78,85064.79,74800.46,-12.07,14.07,23.14,92.17,3,Medium,66.09,12.07,49.215,54.74898,67.9,33.7,52.7,76.5,65.6,137.3,year,Oceania,,,,,,,,,,,,,,,,,,,110162.68041237113
13435,customer support rep,Retail,india,2025,75.32,88.68,80.71,57491.61,60573.26,5.36,22.87,34.91,86.6,5,High,78.01499999999999,5.36,55.94899999999999,65.22711999999999,19.5,5.0,13.1,22.5,16.6,82.2,year,Asia,,,,,,,,,,,,,,,,,,,310632.10256410256
13436,marketing specialist,Healthcare,canada,2026,64.57,54.97,57.0,122201.66,134700.5,10.23,7.96,59.16,30.89,3,High,60.785,10.23,45.997,19.945673,63.0,31.5,48.9,69.6,64.1,119.4,year,North America,,,,,,,,,,,,,,,,,,,213810.31746031746
13437,mechanical engineer,Energy,canada,2025,68.48,67.04,58.26,99083.58,97378.58,-1.72,0.28,40.02,4.37,4,High,63.370000000000005,1.72,45.386,2.992576,58.7,30.3,46.1,65.3,59.9,109.1,year,North America,,,,,,,,,,,,,,,,,,,165891.9591141397
13438,hr manager,Manufacturing,germany,2021,17.33,17.82,32.21,90220.7,109630.35,21.51,2.7,86.46,22.69,1,Low,24.77,21.51,23.048,3.932177,70.6,29.6,51.0,54.7,65.0,93.7,year,Europe,,,,,,,,,,,,,,,,,,,155283.78186968842
13439,hr manager,Technology,germany,2020,35.31,36.12,74.15,76012.33,82658.7,8.74,-6.71,69.75,75.69,3,Medium,54.73,8.74,38.991,26.726139000000003,65.3,27.1,47.0,49.2,61.6,102.4,year,Europe,,,,,,,,,,,,,,,,,,,126583.00153139357
13440,financial analyst,Finance,brazil,2020,44.83,37.21,58.86,67710.19,78143.33,15.41,1.6,98.03,49.35,3,Medium,51.845,15.41,40.213,22.123605,40.2,10.6,26.1,29.2,30.8,32.8,year,South America,,,,,,,,,,,,,,,,,,,194386.39303482586
13441,financial analyst,Education,germany,2022,33.19,32.95,69.38,110789.76,118386.08,6.86,18.97,95.89,36.49,1,Medium,51.285,6.86,36.148,12.111031,65.6,27.6,47.8,52.3,60.9,103.1,year,Europe,,,,,,,,,,,,,,,,,,,180466.58536585368
13442,teacher,Healthcare,uk,2022,10.09,8.67,4.4,48248.36,44868.89,-7.0,-3.75,12.21,28.19,5,Low,7.245,7.0,7.456000000000001,2.844371,69.7,31.8,51.9,56.6,76.8,88.8,year,Europe,,,,,,,,,,,,,,,,,,,64374.30416068867
13443,software engineer,Retail,india,2024,10.41,8.69,58.13,53154.39,53621.63,0.88,15.99,58.1,27.23,3,Low,34.27,0.88,21.867,2.834643,22.2,6.2,14.6,23.5,15.6,60.7,year,Asia,,,,,,,,,,,,,,,,,,,241538.87387387385
13444,customer support rep,Energy,germany,2021,61.13,66.9,59.65,94452.05,107343.36,13.65,-9.26,87.14,19.07,2,High,60.39,13.65,46.442,11.657491,70.6,29.6,51.0,54.7,65.0,93.7,year,Europe,,,,,,,,,,,,,,,,,,,152044.4192634561
13445,data analyst,Healthcare,germany,2025,57.69,57.32,97.93,61434.34,61313.22,-0.2,4.3,38.82,63.84,5,Medium,77.81,0.2,52.515,36.829296,58.4,22.4,42.4,56.7,57.5,127.1,year,Europe,,,,,,,,,,,,,,,,,,,104988.39041095892
13446,teacher,Education,australia,2023,21.39,23.63,32.26,135156.11,142088.03,5.13,-0.46,26.76,1.96,5,Low,26.825,5.13,19.773000000000003,0.419244,75.3,39.0,57.9,73.3,66.2,110.9,year,Oceania,,,,,,,,,,,,,,,,,,,188695.9229747676
13447,mechanical engineer,Technology,uk,2021,14.09,15.87,53.26,68550.99,59647.82,-12.99,19.97,83.78,74.84,1,Low,33.675,12.99,25.511,10.544956,71.0,31.6,52.2,56.4,74.7,82.6,year,Europe,,,,,,,,,,,,,,,,,,,84011.01408450704
13448,financial analyst,Technology,australia,2021,42.69,34.34,51.94,75950.83,67279.22,-11.42,8.16,69.84,20.62,5,Medium,47.315,11.42,36.084,8.802678,84.1,38.4,62.3,81.1,76.3,99.3,year,Oceania,,,,,,,,,,,,,,,,,,,79999.07253269918
13449,hr manager,Energy,uk,2023,78.59,88.62,18.12,95294.95,108169.72,13.51,3.04,76.58,29.6,5,High,48.355,13.51,40.925,23.26264,61.5,30.3,46.6,47.7,67.9,98.9,year,Europe,,,,,,,,,,,,,,,,,,,175885.7235772358
13450,mechanical engineer,Finance,germany,2026,35.5,29.26,56.73,121074.35,128558.28,6.18,3.88,22.35,89.09,2,Medium,46.115,6.18,33.073,31.62695,68.7,24.6,49.0,64.9,66.9,138.3,year,Europe,,,,,,,,,,,,,,,,,,,187129.95633187774
13451,hr manager,Transportation,australia,2020,11.51,13.41,30.56,43173.5,32968.39,-23.64,11.72,32.96,59.75,5,Low,21.035,23.64,20.864,6.877224999999999,73.5,34.9,55.0,67.2,70.3,107.3,year,Oceania,,,,,,,,,,,,,,,,,,,44854.95238095238
13452,customer support rep,Education,india,2022,56.42,56.57,46.19,107078.96,101566.24,-5.15,12.45,32.3,57.69,4,Medium,51.305,5.15,37.97,32.548698,24.4,5.3,15.5,26.4,17.6,49.7,year,Asia,,,,,,,,,,,,,,,,,,,416255.08196721313
13453,data analyst,Healthcare,usa,2020,68.22,69.64,11.18,133813.19,122631.27,-8.36,12.89,66.69,22.46,3,High,39.7,8.36,33.15,15.322212,71.1,40.3,56.4,66.6,70.7,109.5,year,North America,,,,,,,,,,,,,,,,,,,172477.17299578062
13454,software engineer,Energy,brazil,2021,29.77,26.63,59.68,66380.52,74679.03,12.5,22.06,27.52,0.28,3,Low,44.725,12.5,33.562,0.083356,31.8,8.1,20.5,25.4,22.5,28.7,year,South America,,,,,,,,,,,,,,,,,,,234839.71698113205
13455,software engineer,Technology,japan,2026,9.53,8.79,52.31,136271.98,127559.44,-6.39,-1.51,85.98,50.82,4,Low,30.92,6.39,21.422,4.843146,47.5,14.7,32.8,56.8,30.3,118.3,year,Asia,,,,,,,,,,,,,,,,,,,268546.18947368424
13456,data analyst,Transportation,usa,2020,48.4,45.43,83.89,83973.43,82235.58,-2.07,13.38,82.79,5.57,1,Medium,66.145,2.07,45.148,2.6958800000000003,71.1,40.3,56.4,66.6,70.7,109.5,year,North America,,,,,,,,,,,,,,,,,,,115661.85654008441
13457,financial analyst,Manufacturing,india,2026,57.8,49.51,89.71,145757.35,155259.71,6.52,-13.6,45.98,61.29,4,Medium,73.755,6.52,51.989,35.42562,18.9,4.3,12.4,21.6,15.6,76.4,year,Asia,,,,,,,,,,,,,,,,,,,821479.9470899471
13458,customer support rep,Retail,singapore,2021,49.81,56.17,3.14,118956.89,128099.33,7.69,9.25,21.56,35.49,2,Medium,26.475,7.69,23.173,17.677569000000002,85.6,64.8,75.6,75.3,62.1,83.6,year,Asia,,,,,,,,,,,,,,,,,,,149648.75000000003
13459,data analyst,Education,australia,2021,6.02,5.51,60.93,146388.24,134740.51,-7.96,-7.27,46.71,3.06,2,Low,33.475,7.96,23.075000000000003,0.184212,84.1,38.4,62.3,81.1,76.3,99.3,year,Oceania,,,,,,,,,,,,,,,,,,,160214.63733650418
13460,marketing specialist,Energy,australia,2021,58.19,49.49,87.84,79775.68,82760.84,3.74,10.97,80.1,37.58,1,Medium,73.015,3.74,50.75,21.867802,84.1,38.4,62.3,81.1,76.3,99.3,year,Oceania,,,,,,,,,,,,,,,,,,,98407.65755053508
13461,truck driver,Education,uk,2026,81.9,83.9,16.9,137079.81,149078.21,8.75,2.95,61.83,5.14,5,High,49.400000000000006,8.75,40.455000000000005,4.20966,67.8,32.1,51.9,62.8,72.9,122.6,year,Europe,,,,,,,,,,,,,,,,,,,219879.36578171092
13462,teacher,Finance,uk,2025,64.94,52.62,9.92,70446.21,62988.78,-10.59,24.25,45.78,42.8,2,High,37.43,10.59,32.129,27.79432,59.2,30.0,46.3,54.8,65.3,119.9,year,Europe,,,,,,,,,,,,,,,,,,,106399.96621621621
13463,hr manager,Technology,usa,2020,18.89,20.39,20.11,82201.3,85547.59,4.07,7.83,71.69,81.97,2,Low,19.5,4.07,14.81,15.484133,71.1,40.3,56.4,66.6,70.7,109.5,year,North America,,,,,,,,,,,,,,,,,,,120320.09845288326
13464,mechanical engineer,Manufacturing,japan,2026,27.38,26.88,28.72,34556.75,31801.54,-7.97,-3.5,71.62,34.27,3,Low,28.05,7.97,21.959,9.383126,47.5,14.7,32.8,56.8,30.3,118.3,year,Asia,,,,,,,,,,,,,,,,,,,66950.6105263158
13465,financial analyst,Finance,brazil,2021,25.12,20.22,40.01,122505.8,132416.81,8.09,7.59,61.65,4.78,3,Low,32.565,8.09,24.478,1.200736,31.8,8.1,20.5,25.4,22.5,28.7,year,South America,,,,,,,,,,,,,,,,,,,416405.0628930818
13466,software engineer,Technology,uk,2021,30.5,29.52,84.94,108812.26,118661.31,9.05,-5.53,84.83,5.71,5,Medium,57.72,9.05,40.397000000000006,1.74155,71.0,31.6,52.2,56.4,74.7,82.6,year,Europe,,,,,,,,,,,,,,,,,,,167128.60563380283
13467,truck driver,Retail,usa,2025,75.5,84.41,36.14,144152.18,136603.95,-5.24,12.34,45.4,90.82,5,High,55.82,5.24,42.614,68.56909999999999,64.9,40.9,54.3,71.7,69.3,146.2,year,North America,,,,,,,,,,,,,,,,,,,210483.7442218798
13468,marketing specialist,Energy,australia,2025,68.27,76.66,97.13,38929.25,38528.03,-1.03,-1.94,92.14,53.35,4,High,82.69999999999999,1.03,56.75599999999999,36.422045,60.9,29.8,47.1,67.9,59.2,135.4,year,Oceania,,,,,,,,,,,,,,,,,,,63264.4170771757
13469,financial analyst,Retail,uk,2021,75.35,64.96,73.72,68698.92,63644.37,-7.36,23.18,37.34,85.54,3,High,74.535,7.36,54.464,64.45439,71.0,31.6,52.2,56.4,74.7,82.6,year,Europe,,,,,,,,,,,,,,,,,,,89639.95774647887
13470,data analyst,Technology,uk,2026,27.28,24.31,15.11,51258.89,47814.29,-6.72,5.34,16.8,45.15,4,Low,21.195,6.72,17.461,12.31692,67.8,32.1,51.9,62.8,72.9,122.6,year,Europe,,,,,,,,,,,,,,,,,,,70522.55162241888
13471,hr manager,Healthcare,india,2025,59.06,63.53,89.95,90740.02,96559.4,6.41,-1.02,23.28,67.36,3,Medium,74.505,6.41,52.532,39.782816,19.5,5.0,13.1,22.5,16.6,82.2,year,Asia,,,,,,,,,,,,,,,,,,,495176.41025641025
